"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VASP219090","RES","CLS","5820 Spruce Valley Dr","22407","Spotsylvania, VA","Detached","4,365","4","3","1","03/21/2020","03/24/20","$475,000.00","$472,000","8","113","Standard","Standard Sale","Conventional","0.17","2018","No","","Very Good","LEE'S PARKE","LEES PARKE"
"VASP219242","RES","CLS","5507 Tallow St","22407","Spotsylvania, VA","Detached","1,688","4","2","","03/16/2020","03/27/20","$239,900.00","$247,000","7","7","Standard","Standard Sale","FHA","0.23","1978","No","","","OAK GROVE TERRACE","OAK GROVE TERRACE"
"VASP219234","RES","CLS","6316 Massey Rd","22551","Spotsylvania, VA","Detached","1,300","3","2","0","03/07/2020","03/19/20","$260,000.00","$260,000","2","2","Standard","Standard Sale","FHA","5.07","1996","No","","Very Good","SOUTH VIEW","SOUTH VIEW"
"VASP218850","RES","CLS","10131 Chesney Dr","22553","Spotsylvania, VA","Detached","3,509","5","4","0","04/22/2020","04/27/20","$379,900.00","$375,000","24","24","Standard","Standard Sale","VA","0.32","2000","No","","Very Good","CROWN GRANT","CROWN GRANT"
"VASP219230","RES","CLS","4705 Greenbranch St","22534","Spotsylvania, VA","Detached","912","3","1","","04/09/2020","04/10/20","$199,900.00","$199,900","29","61","Standard","Standard Sale","VA","4.59","1992","No","2019","","GREEN BRANCH","GREEN BRANCH"
"VASP219220","RES","CLS","9404 Everette Ct","22553","Spotsylvania, VA","Detached","2,592","4","3","","02/16/2020","03/16/20","$384,900.00","$390,000","3","3","Standard","Standard Sale","FHA","0.59","2015","No","","Very Good","EVERETTE ESTATES","EVERETTE ESTATES"
"VASP219224","RES","CLS","5915 Towles Mill Rd","22534","Spotsylvania, VA","Detached","2,693","3","3","1","03/27/2020","04/15/20","$464,900.00","$464,900","9","182","Standard","Standard Sale","VA","21.00","1990","No","","Very Good, Good","TOWLES MILL","-"
"VASP219116","RES","CLS","3814 Overview Dr","22408","Spotsylvania, VA","Detached","1,522","3","2","1","03/12/2020","04/23/20","$269,900.00","$269,900","38","38","Standard","Standard Sale","VA","0.24","1998","No","","Very Good","TIMBERLAKE","TIMBERLAKE"
"VASP219226","RES","CLS","12622 Plantation Dr","22551","Spotsylvania, VA","Detached","1,825","4","3","","03/07/2020","03/10/20","$289,900.00","$292,000","5","5","Standard","Standard Sale","Conventional","0.47","2016","No","","","LAKE WILDERNESS","LAKE WILDERNESS"
"VASP219214","RES","CLS","4205 Normandy Ct","22408","Spotsylvania, VA","Interior Row/Townhouse","1,860","3","3","1","02/10/2020","03/06/20","$220,000.00","$220,000","6","6","Standard","Standard Sale","FHA","0.05","2005","No","","","LAFAYETTE VILLAGE","LAFAYETTE VILLAGE"
"VASP219206","RES","CLS","7200 Dorothy Ln","22551","Spotsylvania, VA","Detached","1,620","4","2","1","04/16/2020","05/01/20","$324,900.00","$324,900","60","60","Standard","Standard Sale","Conventional","5.05","1999","No","","","SUMMERWIND","SUMMERWIND"
"VASP219202","RES","CLS","8407 Pathfinders Ct","22553","Spotsylvania, VA","Detached","6,832","5","4","1","03/06/2020","04/02/20","$599,900.00","$599,900","17","17","Standard","Standard Sale","VA","","2011","No","","Very Good","CHANCELLOR WEST","CHANCELLOR WEST"
"VASP219030","RES","CLS","8526 Lake Anna Pkwy","22551","Spotsylvania, VA","Detached","1,792","3","2","","04/04/2020","04/07/20","$274,900.00","$274,900","7","7","Standard","Standard Sale","FHA","3.86","1986","No","","Very Good","NONE AVAILABLE","-"
